username,title,subscribers,avg_views,avg_reactions,avg_comments,avg_forwards,posts_per_day,has_linked_chat,err,reach,bot_ratio,detected_category,preliminary_score,health_score
@crypto_insider_0247,Global Crypto,4540,765,16,3,3,3.11,True,3.4,16.86,0.113,crypto,55,51.3
@education_prime_0248,Bright Course,2053,358,9,3,3,4.31,True,4.03,17.45,0.061,education,55,53.0
@news_quiet_0249,Smart Wire,9172,2942,1,0,0,1.06,True,0.05,32.08,0.03,news,43.0,42.2
@crypto_open_0250,Daily Crypto,736,95,0,0,0,1.13,False,0.7,13.01,0.782,crypto,37,19.6
@news_urban_0251,Insider News,1584,242,6,0,1,1.19,False,4.81,15.31,0.33,news,50,40.1
@gaming_bright_0252,Smart Games,24284,8066,92,30,29,1.41,True,2.08,33.22,0.057,gaming,85,82.1
@politics_open_0253,Bright Politics,4204,1670,22,0,4,2.84,False,2.32,39.73,0.0,politics,60,60.0
@music_bright_0254,Open Music,1612,680,28,0,5,1.56,False,6.57,42.24,0.0,music,65,65.0
@tech_global_0255,Smart Tech,873,376,15,6,3,15.9,True,6.75,43.14,0.076,tech,62,59.2
@news_daily_0256,Nova Digest,627,228,4,0,1,23.4,False,2.84,36.49,0.03,news,42,41.2
@news_peak_0257,Insider Digest,7809,1476,26,0,6,2.83,False,2.89,18.91,0.056,news,52,50.3
@business_open_0258,Global Capital,692,260,10,3,2,1.22,True,5.4,37.62,0.0,business,72,72.0
@tech_urban_0259,Open AI,3065,1443,52,0,9,1.29,False,5.96,47.08,0.081,tech,65,61.8
@education_daily_0260,Daily Learn,36902,4732,89,0,21,0.81,False,3.11,12.83,0.408,education,50,37.8
@business_urban_0261,Core Ventures,2747,839,35,0,7,1.83,False,6.46,30.56,0.068,business,65,62.3
@entertainment_quiet_0262,Quiet Memes,1608,627,16,0,4,2.28,False,4.67,39.02,0.045,entertainment,60,58.4
@education_smart_0263,Bright Academy,24211,8407,367,99,59,2.15,True,6.0,34.73,0.037,education,90,88.0
@gaming_peak_0264,Quiet Esports,17288,5666,122,55,31,1.06,True,3.91,32.78,0.047,gaming,85,82.6
@news_core_0265,Alpha Wire,5523,1544,44,0,10,2.73,False,4.95,27.96,0.023,news,57,56.2
@entertainment_vivid_0266,Smart Fun,2884,255,2,0,0,0.2,False,1.66,8.86,0.416,entertainment,29.43,22.1
@business_vivid_0267,Bright Capital,270,91,1,0,0,1.97,True,2.9,34.07,0.013,business,57,56.6
@crypto_urban_0268,Prime Chain,755,251,13,2,3,2.28,True,7.24,33.25,0.047,crypto,72,70.0
@sports_prime_0269,Prime Match,14568,4335,42,9,10,1.29,True,1.41,29.76,0.043,sports,70,68.2
@politics_bright_0270,Neon Forum,992,347,5,0,1,1.28,False,2.08,35.08,0.025,politics,57,56.1
@news_prime_0271,Urban Digest,1477,474,7,0,2,2.87,False,2.57,32.13,0.119,news,60,55.7
@tech_core_0272,Nova Tech,1533,401,6,0,1,0.6,False,2.45,26.19,0.02,tech,50,49.4
@business_vivid_0273,Nova Money,207,67,2,0,0,0.15,False,5.2,32.68,0.081,business,47,44.7
@entertainment_daily_0274,Nova Fun,4530,1854,21,5,3,1.53,True,1.62,40.93,0.083,entertainment,65,61.8
@music_insider_0275,Alpha Music,7230,2434,40,0,12,3.32,False,2.97,33.67,0.018,music,57,56.4
@entertainment_open_0276,Neon Laughs,2692,754,13,0,5,2.78,False,3.15,28.02,0.108,entertainment,55,51.4
@business_daily_0277,Neon Capital,6382,2208,36,0,15,0.2,False,2.85,34.6,0.069,business,52,49.8
@lifestyle_smart_0278,Insider Style,8737,606,6,2,1,0.31,True,1.47,6.94,0.656,lifestyle,40.47,24.5
@business_vivid_0279,Nova Market,14202,720,6,2,1,3.41,True,1.4,5.07,0.745,business,47.54,26.3
@anime_quiet_0280,Nova Otaku,6748,1728,47,10,14,2.29,True,4.26,25.61,0.056,anime,72,69.6
@entertainment_quiet_0281,Insider Vibes,16230,5995,162,0,60,1.48,False,4.16,36.94,0.059,entertainment,65,62.7
@entertainment_peak_0282,Open Memes,1891,678,18,0,4,0.2,False,4.44,35.88,0.06,entertainment,50,48.2
@tech_urban_0283,Nova Tech,1098,328,16,5,2,0.2,True,6.74,29.88,0.001,tech,60,60.0
@tech_core_0284,Alpha Code,15335,1691,6,1,1,2.76,True,0.57,11.03,0.088,tech,55,52.1
@music_nova_0285,Core Tracks,2195,107,1,0,0,0.2,True,2.0,4.9,0.599,music,32.45,20.8
@politics_bright_0286,Neon Forum,9232,3511,84,0,16,4.33,False,3.43,38.04,0.027,politics,57,56.1
@gaming_prime_0287,Quiet Games,4718,1611,41,0,11,2.26,False,3.8,34.15,0.078,gaming,60,57.2
@crypto_insider_0288,Peak DeFi,72813,17084,348,0,107,2.43,False,3.19,23.46,0.038,crypto,62,60.6
@business_peak_0289,Peak Ventures,4835,1766,73,0,16,1.47,False,6.55,36.53,0.039,business,65,63.5
@music_core_0290,Daily Beats,216,93,3,1,0,2.44,True,5.21,43.13,0.096,music,72,67.9
@lifestyle_open_0291,Quiet Style,4430,958,17,0,5,2.2,False,2.78,21.64,0.092,lifestyle,55,52.0
@news_bright_0292,Vivid Report,898,232,7,0,1,0.06,False,4.92,25.94,0.063,news,37,35.6
@business_peak_0293,Smart Capital,813,230,4,0,0,0.01,False,3.14,28.39,0.029,business,37,36.4
@business_core_0294,Prime Capital,444,151,6,1,2,2.37,True,6.41,34.14,0.06,business,72,69.4
@news_daily_0295,Neon Wire,16442,7568,298,74,75,0.2,True,6.1,46.03,0.01,news,80,79.5
@politics_nova_0296,Quiet Policy,1463,378,13,0,2,1.7,False,6.01,25.85,0.063,politics,60,57.7
@entertainment_core_0297,Alpha Fun,6180,1715,63,20,23,1.61,True,6.49,27.76,0.068,entertainment,82,78.7
@sports_prime_0298,Neon League,779,228,5,1,1,0.97,True,3.04,29.3,0.049,sports,57,55.3
@politics_quiet_0299,Open Forum,295,151,1,0,0,3.2,True,1.17,51.46,0.053,politics,52,50.3
@education_smart_0300,Prime Learn,5054,1359,48,0,10,1.01,False,5.61,26.9,0.026,education,62,61.0
@entertainment_smart_0301,Urban Laughs,7898,1680,44,8,11,2.25,True,3.65,21.28,0.026,entertainment,72,70.9
@tech_core_0302,Daily Dev,13944,4619,54,0,14,2.73,False,2.11,33.13,0.0,tech,65,65.0
@gaming_core_0303,Nova Arena,152030,53907,1392,464,256,0.46,True,4.21,35.46,0.047,gaming,80,77.7
@entertainment_neon_0304,Insider Memes,100,40,1,0,0,1.88,True,7.17,40.55,0.073,entertainment,62,59.3
@music_bright_0305,Quiet Music,7930,2034,34,10,13,2.38,True,2.99,25.65,0.048,music,72,69.9
@politics_global_0306,Open Politics,15176,5464,82,0,16,1.17,False,2.01,36.01,0.034,politics,65,63.7
@lifestyle_bright_0307,Peak Home,763,191,8,0,3,1.04,False,6.93,25.05,0.0,lifestyle,57,57.0
@lifestyle_bright_0308,Daily Home,613,153,3,1,0,0.34,True,3.44,25.02,0.083,lifestyle,52,49.4
@tech_urban_0309,Neon Code,4697,1679,31,0,4,26.8,False,2.62,35.77,0.0,tech,45,45.0
@gaming_prime_0310,Quiet Esports,2724,187,4,0,1,2.49,False,3.78,6.88,0.469,gaming,43.44,31.2
@crypto_nova_0311,Neon DeFi,527,182,5,0,1,0.62,False,5.74,34.57,0.032,crypto,57,55.9
@news_daily_0312,Vivid Digest,1001,376,7,0,2,1.85,False,3.7,37.57,0.129,news,60,55.4
@crypto_smart_0313,Global Coins,451,145,2,0,0,0.14,False,2.82,32.27,0.049,crypto,42,40.8
@gaming_smart_0314,Daily Arena,53419,19552,291,0,59,1.78,False,2.1,36.6,0.03,gaming,67,65.8
@business_quiet_0315,Global Ventures,4425,945,27,8,4,0.69,True,4.4,21.36,0.039,business,65,63.5
@gaming_global_0316,Prime Quest,2646,1057,25,7,5,0.05,True,3.24,39.97,0.064,gaming,60,57.7
@tech_neon_0317,Alpha Code,230,64,1,0,0,1.86,False,2.48,28.17,0.098,tech,52,48.9
@tech_open_0318,Insider AI,573,217,6,1,1,1.08,True,4.26,37.89,0.083,tech,67,63.7
@tech_neon_0319,Global Tech,1545,535,9,1,2,2.74,True,2.43,34.69,0.025,tech,70,69.0
@entertainment_smart_0320,Peak Fun,3110,711,5,1,1,2.85,True,0.97,22.87,0.063,entertainment,55,52.9
@education_vivid_0321,Vivid Course,1957,532,16,0,4,12.0,False,4.24,27.21,0.099,education,40,37.6
@business_alpha_0322,Vivid Ventures,14756,3818,95,17,26,0.11,True,4.4,25.88,0.0,business,65,65.0
@music_alpha_0323,Daily Beats,5021,2158,50,15,13,0.98,True,3.45,42.99,0.132,music,77,70.9
@entertainment_core_0324,Alpha Memes,1513,596,18,6,4,1.73,True,5.01,39.44,0.091,entertainment,80,75.6
@news_vivid_0325,Global News,303,97,2,0,0,1.43,False,4.33,32.22,0.0,news,57,57.0
@sports_nova_0326,Daily Match,12147,3887,74,25,22,2.74,True,2.98,32.0,0.021,sports,85,83.9
@news_quiet_0327,Nova Report,12036,3232,112,0,23,1.84,False,4.89,26.86,0.02,news,60,59.3
@sports_core_0328,Peak League,1681,507,15,5,2,0.69,True,5.41,30.2,0.101,sports,70,65.8
@gaming_bright_0329,Vivid Esports,1564,419,6,0,2,20.8,False,2.65,26.84,0.097,gaming,40,37.7
@gaming_neon_0330,Peak Games,1339,482,9,0,1,1.54,False,2.76,36.0,0.108,gaming,60,56.1
@business_neon_0331,Nova Capital,1114,231,3,0,1,2.69,True,2.32,20.78,0.081,business,55,52.3
@gaming_nova_0332,Vivid Arena,30643,11687,363,103,72,2.31,True,4.37,38.14,0.06,gaming,85,81.9
@business_insider_0333,Quiet Market,957,411,7,0,3,1.78,False,3.32,43.02,0.085,business,57,54.1
@business_vivid_0334,Smart Capital,4164,319,2,0,0,2.28,False,1.38,7.68,0.562,business,38.84,25.7
@education_nova_0335,Alpha Academy,1965,208,1,0,0,1.99,False,1.15,10.62,0.509,education,45,31.3
@tech_core_0336,Core Code,21825,6073,177,25,36,0.3,True,4.23,27.83,0.042,tech,70,68.2
@lifestyle_neon_0337,Peak Home,18471,3786,178,34,47,27.0,True,6.73,20.5,0.044,lifestyle,70,68.2
@education_smart_0338,Vivid Course,27597,4429,82,0,20,1.39,False,3.16,16.05,0.037,education,55,53.8
@crypto_global_0339,Prime DeFi,3663,994,16,0,3,1.42,False,2.25,27.14,0.084,crypto,55,52.2
@crypto_alpha_0340,Global Chain,54090,15068,155,0,34,1.68,False,1.72,27.86,0.021,crypto,57,56.3
@news_daily_0341,Nova Wire,883,84,1,0,0,0.2,False,2.46,9.57,0.379,news,31.78,24.5
@lifestyle_open_0342,Smart Home,8963,2708,35,6,10,2.15,True,1.87,30.22,0.05,lifestyle,72,69.8
@news_urban_0343,Smart Digest,1045,310,5,0,1,2.89,False,2.25,29.75,0.048,news,55,53.4
@crypto_bright_0344,Nova Crypto,9662,1580,40,0,8,3.35,False,3.61,16.36,0.023,crypto,47,46.4
@sports_peak_0345,Urban Arena,1818,704,8,2,2,2.02,True,2.23,38.73,0.082,sports,70,66.6
@tech_prime_0346,Global Code,4872,1775,43,16,11,1.58,True,3.88,36.44,0.031,tech,80,78.5
@news_vivid_0347,Open News,4240,313,2,0,0,0.2,True,1.16,7.4,0.565,news,28.7,19.0
@crypto_daily_0348,Urban Crypto,11403,604,3,1,1,3.77,True,1.02,5.31,0.716,crypto,47.65,27.2
@news_insider_0349,Bright Wire,314896,81981,1489,0,320,13.6,False,3.02,26.03,0.06,news,50,48.2
@lifestyle_neon_0350,Vivid Travel,2482,531,10,0,2,2.19,False,3.04,21.4,0.099,lifestyle,55,51.7
@news_bright_0351,Open News,20194,3352,81,23,21,0.77,True,3.77,16.6,0.038,news,70,68.4
@tech_neon_0352,Bright Tech,9553,2150,60,18,15,0.2,True,4.25,22.51,0.075,tech,67,64.0
@music_prime_0353,Global Beats,418930,33093,429,133,137,0.2,True,1.92,7.9,0.092,music,58.95,55.7
@tech_alpha_0354,Quiet Tech,933,296,10,3,4,2.59,True,5.64,31.76,0.082,tech,72,68.4
@business_bright_0355,Nova Ventures,100,25,0,0,0,0.16,True,2.59,25.3,0.022,business,37,36.5
@entertainment_smart_0356,Smart Vibes,2720,966,9,0,2,2.27,False,1.63,35.54,0.035,entertainment,55,53.8
@politics_nova_0357,Neon Forum,23597,5623,149,22,35,0.08,True,3.75,23.83,0.115,politics,65,60.5
@tech_quiet_0358,Neon Code,2593,504,6,1,2,1.26,True,1.95,19.46,0.072,tech,55,52.6
@tech_smart_0359,Quiet Code,5094,1492,20,7,4,0.2,True,2.32,29.3,0.08,tech,62,59.0
@health_prime_0360,Open Care,868,256,8,2,1,0.46,True,4.75,29.59,0.0,health,52,52.0
@politics_neon_0361,Global Forum,9755,3028,62,0,13,2.8,False,3.23,31.05,0.095,politics,62,58.5
@tech_open_0362,Nova AI,1609,375,11,0,3,2.98,False,5.08,23.32,0.052,tech,60,58.1
@news_daily_0363,Open News,674,407,9,0,2,0.2,False,3.25,60.52,0.045,news,52,50.6
@lifestyle_quiet_0364,Peak Home,2202,944,22,6,6,2.56,True,3.97,42.9,0.047,lifestyle,75,72.9
@entertainment_vivid_0365,Insider Vibes,25376,7079,2,0,0,0.21,False,0.05,27.9,0.062,entertainment,31.0,29.8
@crypto_daily_0366,Global Chain,5147,1734,78,21,21,2.58,True,6.85,33.69,0.048,crypto,87,84.5
@lifestyle_smart_0367,Quiet Home,1842,767,16,0,4,1.13,False,3.6,41.64,0.098,lifestyle,60,56.5
@gaming_insider_0368,Alpha Games,17059,2233,76,23,23,2.57,True,5.91,13.1,0.071,gaming,80,76.6
@business_daily_0369,Insider Capital,3450,172,0,0,0,0.43,True,0.03,4.99,0.521,business,13.1,9.0
@politics_open_0370,Vivid Forum,594,186,1,0,0,1.31,False,1.09,31.32,0.05,politics,52,50.4
@entertainment_smart_0371,Neon Memes,802,241,11,3,3,0.5,True,6.27,30.07,0.094,entertainment,67,63.2
@gaming_open_0372,Open Games,13243,3082,118,41,41,0.85,True,5.99,23.27,0.0,gaming,80,80.0
@crypto_vivid_0373,Vivid Crypto,7044,2642,87,31,23,0.2,True,5.73,37.51,0.026,crypto,77,75.8
@news_nova_0374,Bright Digest,1205,454,11,3,3,1.8,True,3.83,37.76,0.0,news,70,70.0
@education_global_0375,Core Lessons,317,96,0,0,0,2.94,False,0.87,30.48,0.057,education,47,45.4
@news_open_0376,Global Digest,1340,429,12,0,3,1.01,False,4.36,32.03,0.029,news,60,59.0
@tech_nova_0377,Vivid Tech,193,66,2,0,0,0.07,False,4.76,34.67,0.021,tech,42,41.5
@gaming_core_0378,Neon Esports,1543,158,0,0,0,2.76,True,0.69,10.3,0.451,gaming,40,29.2
@entertainment_urban_0379,Open Vibes,5346,2012,23,0,3,1.79,False,1.55,37.64,0.085,entertainment,57,54.1
@lifestyle_insider_0380,Alpha Home,6819,1550,39,16,7,0.03,True,4.34,22.74,0.054,lifestyle,62,60.0
@music_nova_0381,Core Sound,20496,1867,49,0,18,2.04,False,4.37,9.11,0.044,music,49.56,48.3
@tech_quiet_0382,Smart AI,685,301,7,2,1,33.8,True,4.07,44.03,0.039,tech,52,50.8
@crypto_neon_0383,Alpha Crypto,15007,3902,55,10,10,0.07,True,2.33,26.01,0.131,crypto,60,55.3
@business_smart_0384,Alpha Market,2946,911,29,5,9,4.13,True,5.37,30.95,0.043,business,70,68.2
@crypto_insider_0385,Daily Coins,3883,1305,39,0,7,0.38,False,4.61,33.61,0.056,crypto,50,48.3
@entertainment_peak_0386,Vivid Vibes,4785,1658,30,0,11,1.72,False,2.94,34.66,0.083,entertainment,60,57.0
@crypto_urban_0387,Core Crypto,100,27,0,0,0,0.2,True,3.09,27.74,0.091,crypto,42,39.7
@business_insider_0388,Vivid Capital,1760,600,20,0,3,4.37,False,5.09,34.15,0.058,business,60,57.9
@business_global_0389,Insider Capital,2974,1142,15,0,4,1.24,False,1.85,38.41,0.0,business,55,55.0
@politics_nova_0390,Quiet Debate,10232,3585,50,0,15,2.86,False,2.18,35.05,0.096,politics,65,61.3
@entertainment_neon_0391,Global Vibes,3496,155,0,0,0,3.39,False,0.89,4.45,0.554,entertainment,27.23,18.2
@business_nova_0392,Urban Ventures,43154,8013,267,0,94,1.98,False,4.85,18.57,0.101,business,55,51.7
@lifestyle_quiet_0393,Core Style,7700,2132,67,0,15,3.76,False,4.53,27.7,0.002,lifestyle,52,51.9
@music_bright_0394,Neon Beats,40218,9424,350,118,88,2.5,True,5.6,23.43,0.036,music,85,83.1
@business_insider_0395,Bright Money,5362,1265,17,4,4,0.21,True,2.16,23.61,0.034,business,57,55.9
@health_alpha_0396,Urban Fit,100,23,0,0,0,3.01,False,0.99,23.27,0.064,health,37,35.6
@health_urban_0397,Core Care,120519,21849,7,2,1,3.34,True,0.05,18.13,0.009,health,46.0,45.7
@music_quiet_0398,Quiet Beats,2453,1001,6,1,2,12.3,True,1.07,40.81,0.043,music,50,48.7
@politics_open_0399,Vivid Politics,30652,10452,243,70,71,1.73,True,3.74,34.1,0.063,politics,85,81.8
@tech_insider_0400,Quiet AI,17028,2288,15,4,2,2.1,True,1.06,13.44,0.033,tech,60,58.8
@music_alpha_0401,Urban Sound,663,89,2,0,0,0.9,False,3.93,13.46,0.034,music,42,41.1
@anime_alpha_0402,Daily Manga,30429,6143,133,35,34,1.89,True,3.6,20.19,0.017,anime,80,79.2
@health_alpha_0403,Bright Health,4357,1009,23,0,4,0.79,False,3.12,23.18,0.054,health,50,48.4
@news_prime_0404,Global Report,834,282,9,0,1,0.03,False,5.33,33.9,0.015,news,47,46.6
@music_neon_0405,Quiet Beats,100,33,0,0,0,1.94,False,3.17,33.14,0.051,music,57,55.3
@anime_prime_0406,Bright Anime,9101,369,3,0,0,0.2,False,1.19,4.05,0.608,anime,29.03,18.4
@crypto_prime_0407,Vivid Crypto,7670,2146,68,17,18,0.2,True,4.78,27.99,0.065,crypto,67,64.4
@crypto_neon_0408,Smart Coins,100,40,0,0,0,3.0,False,2.47,40.65,0.094,crypto,57,53.8
@health_prime_0409,Global Fit,87673,29548,980,183,223,2.56,True,4.83,33.7,0.067,health,87,83.5
@health_nova_0410,Quiet Health,12551,4383,26,3,7,2.51,True,0.8,34.92,0.069,health,65,62.3
@education_urban_0411,Quiet Lessons,2006,804,3,0,1,0.64,True,0.54,40.12,0.029,education,45,44.2
@entertainment_open_0412,Insider Vibes,10357,3558,1,0,0,3.03,False,0.05,34.36,0.064,entertainment,41.0,39.4
@crypto_bright_0413,Global DeFi,6462,1952,0,0,0,1.96,True,0.05,30.22,0.085,crypto,43.0,40.8
@lifestyle_alpha_0414,Nova Home,100,31,1,0,0,1.74,True,6.47,31.53,0.051,lifestyle,62,60.1
@tech_neon_0415,Prime Dev,5319,1148,11,0,4,2.11,False,1.62,21.59,0.064,tech,52,50.0
@tech_peak_0416,Peak Code,13813,3124,64,15,22,0.98,True,3.56,22.62,0.0,tech,75,75.0
@entertainment_global_0417,Prime Memes,1011,314,9,3,1,0.94,True,5.19,31.16,0.021,entertainment,70,69.1
@tech_quiet_0418,Global Tech,1598,465,13,0,2,1.64,False,4.73,29.11,0.016,tech,55,54.5
@news_peak_0419,Alpha Wire,11914,4954,104,36,32,1.16,True,3.55,41.58,0.088,news,85,80.5
@news_smart_0420,Urban Digest,194713,2144,7,0,1,1.48,False,0.48,1.1,0.586,news,40.15,26.0
@entertainment_open_0421,Urban Memes,1027,296,10,2,3,1.6,True,5.91,28.86,0.0,entertainment,70,70.0
@news_insider_0422,Urban Digest,3098,1183,20,0,6,4.01,False,2.5,38.22,0.045,news,55,53.5
@news_neon_0423,Insider Digest,1383,633,16,0,4,2.12,False,3.68,45.79,0.006,news,60,59.8
@gaming_bright_0424,Vivid Arena,51403,13136,393,168,104,3.8,True,5.21,25.56,0.049,gaming,82,79.6
@sports_bright_0425,Urban Match,1405,355,8,2,1,0.88,True,3.78,25.29,0.024,sports,60,59.1
@crypto_global_0426,Quiet Crypto,31080,12186,385,86,121,2.18,True,4.52,39.21,0.044,crypto,85,82.8
@education_bright_0427,Open Academy,4633,1119,24,0,5,0.12,False,3.29,24.15,0.0,education,40,40.0
@entertainment_alpha_0428,Neon Memes,813,183,4,0,1,0.91,False,4.17,22.54,0.099,entertainment,47,44.2
@tech_nova_0429,Alpha Dev,2697,636,18,6,4,3.18,True,4.6,23.59,0.019,tech,65,64.3
@crypto_smart_0430,Quiet Coins,4645,1448,43,0,14,2.26,False,4.11,31.18,0.048,crypto,60,58.3
@politics_urban_0431,Peak Politics,1962,696,29,0,6,2.8,False,5.65,35.49,0.12,politics,65,60.3
@lifestyle_global_0432,Peak Living,5227,1516,8,2,2,2.62,True,0.85,29.02,0.026,lifestyle,57,56.1
@gaming_vivid_0433,Alpha Arena,9545,2405,34,0,5,4.17,False,2.1,25.2,0.0,gaming,52,52.0
@crypto_smart_0434,Daily Crypto,1187,390,10,2,2,0.2,True,3.53,32.93,0.045,crypto,60,58.4
@tech_global_0435,Bright Dev,725,218,3,0,0,4.61,False,2.37,30.08,0.078,tech,52,49.6
@news_bright_0436,Alpha Report,293,135,4,0,0,0.55,False,5.15,46.37,0.0,news,57,57.0
@sports_alpha_0437,Global Match,3427,1374,29,0,9,2.49,False,3.09,40.12,0.106,sports,60,56.2
@lifestyle_neon_0438,Bright Home,2070,714,25,3,7,0.2,True,4.88,34.51,0.075,lifestyle,60,57.3
@news_quiet_0439,Neon News,5205,1691,52,12,13,0.2,True,5.31,32.49,0.059,news,77,74.3
@health_alpha_0440,Nova Fit,41399,10998,245,0,82,1.87,False,3.24,26.57,0.08,health,60,57.1
@education_insider_0441,Vivid Learn,993,313,3,0,0,0.2,True,1.62,31.57,0.037,education,42,41.1
@sports_smart_0442,Nova Match,26975,7574,113,20,24,36.9,True,2.67,28.08,0.073,sports,65,62.2
@politics_bright_0443,Bright Policy,4653,1368,21,4,5,2.0,True,2.49,29.41,0.107,politics,65,60.8
@news_peak_0444,Global Digest,5500,2166,49,10,20,0.55,True,3.81,39.4,0.048,news,72,69.9
@education_open_0445,Core Course,7546,2269,4,0,0,0.86,False,0.3,30.08,0.096,education,43.0,40.5
@music_global_0446,Bright Sound,960,387,15,0,5,0.01,False,6.25,40.33,0.019,music,47,46.5
@health_peak_0447,Peak Fit,2542,593,9,2,2,0.03,True,2.19,23.35,0.086,health,50,47.4
@politics_urban_0448,Global Policy,15033,1027,0,0,0,3.23,False,0.03,6.83,0.471,politics,24.02,17.2
@crypto_urban_0449,Neon Crypto,19347,4827,17,4,5,33.9,True,0.61,24.95,0.116,crypto,45,41.9
@business_smart_0450,Peak Money,1616,552,14,3,2,4.13,True,3.74,34.16,0.073,business,65,62.2
@business_daily_0451,Smart Capital,480,94,4,0,1,0.2,False,6.42,19.67,0.011,business,42,41.7
@news_alpha_0452,Quiet Digest,986,249,9,3,2,1.42,True,5.44,25.26,0.0,news,67,67.0
@news_peak_0453,Nova News,2055,602,12,0,2,1.79,False,2.99,29.34,0.0,news,55,55.0
@news_urban_0454,Neon Report,3310,1467,73,0,11,0.2,False,6.83,44.34,0.021,news,55,54.3
@crypto_daily_0455,Nova Chain,21083,6584,112,0,33,24.0,False,2.82,31.23,0.064,crypto,50,48.1
@entertainment_prime_0456,Peak Vibes,1676,644,23,0,7,3.28,False,4.97,38.44,0.037,entertainment,55,53.8
@sports_vivid_0457,Daily Arena,1759,634,10,0,2,1.1,False,2.21,36.07,0.027,sports,60,59.0
@news_bright_0458,Smart News,867,31,0,0,0,0.15,True,2.0,3.6,0.697,news,23.8,13.9
@entertainment_smart_0459,Quiet Memes,2357,691,15,0,5,1.91,False,3.74,29.35,0.038,entertainment,55,53.7
@lifestyle_smart_0460,Prime Living,108,20,0,0,0,2.44,True,4.71,19.2,0.0,lifestyle,47,47.0
@education_vivid_0461,Urban Course,7181,1218,17,4,3,0.78,True,2.4,16.96,0.08,education,57,54.3
@tech_peak_0462,Prime Tech,1492,498,15,0,5,1.36,False,4.24,33.4,0.0,tech,60,60.0
@news_vivid_0463,Urban Report,1387,247,6,1,1,1.71,True,3.72,17.85,0.0,news,60,60.0
@gaming_global_0464,Peak Esports,974,499,11,3,2,0.41,True,3.77,51.25,0.055,gaming,62,60.0
@crypto_vivid_0465,Alpha DeFi,1309,299,1,0,0,0.2,False,0.72,22.87,0.068,crypto,35,33.6
@music_prime_0466,Core Beats,4874,1154,43,17,17,1.4,True,6.13,23.68,0.079,music,80,76.2
@health_global_0467,Smart Health,5842,1343,62,0,11,20.2,False,6.46,22.99,0.03,health,47,46.1
@tech_insider_0468,Prime Dev,6336,1683,5,0,1,0.83,False,0.51,26.57,0.099,tech,42,39.5
@anime_smart_0469,Open Otaku,429,125,2,0,0,0.06,False,3.13,29.19,0.073,anime,37,35.4
@music_neon_0470,Core Music,1158,287,11,2,2,0.61,True,5.75,24.81,0.023,music,65,64.1
@business_smart_0471,Bright Market,47717,13951,155,0,26,0.74,False,1.55,29.24,0.067,business,50,48.0
@news_global_0472,Prime News,536,156,2,0,0,2.32,True,2.86,29.14,0.061,news,52,50.1
@crypto_insider_0473,Open Crypto,45923,14562,32,0,11,1.01,False,0.38,31.71,0.0,crypto,52.6,52.6
@health_neon_0474,Smart Fit,651,153,1,0,0,1.18,False,1.43,23.6,0.065,health,47,45.2
@crypto_vivid_0475,Prime Coins,509,152,4,1,1,1.24,True,4.21,30.05,0.045,crypto,67,65.2
@news_global_0476,Insider Digest,4658,1235,36,0,13,1.61,False,4.34,26.53,0.105,news,55,51.5
@gacha_core_0477,Insider OC,352,148,0,0,0,16.7,False,0.06,42.26,0.002,gacha,23.2,23.2
@gaming_core_0478,Insider Games,14693,4049,131,30,43,2.88,True,5.04,27.56,0.042,gaming,85,82.9
@education_neon_0479,Open Course,4423,2527,146,0,32,2.56,False,8.41,57.14,0.058,education,70,67.5
@entertainment_bright_0480,Smart Laughs,1058,193,6,0,1,1.31,False,5.3,18.27,0.06,entertainment,55,53.0
@entertainment_vivid_0481,Neon Fun,13699,3745,118,34,37,3.78,True,4.44,27.34,0.02,entertainment,75,74.1
@lifestyle_bright_0482,Peak Style,1518,431,11,3,2,1.27,True,4.01,28.39,0.045,lifestyle,65,63.3
@sports_bright_0483,Nova Match,28683,7555,210,67,37,0.18,True,4.1,26.34,0.025,sports,65,64.0
@business_daily_0484,Vivid Ventures,2215,671,21,6,8,1.73,True,5.46,30.3,0.087,business,80,75.8
@crypto_global_0485,Quiet Chain,14250,3629,160,31,30,0.13,True,6.24,25.47,0.069,crypto,70,67.1
@entertainment_insider_0486,Peak Laughs,38719,8560,188,72,53,1.65,True,3.47,22.11,0.101,entertainment,80,75.1
@crypto_insider_0487,Global Chain,16186,6112,74,14,28,2.14,True,2.05,37.76,0.082,crypto,85,80.8
@business_neon_0488,Daily Market,32053,6511,21,0,4,0.54,False,0.45,20.31,0.029,business,44.0,43.2
